case_id,concept_name,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 4309,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4309,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4309,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4309,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 431,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 431,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 431,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4310,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4310,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4310,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4311,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4311,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4311,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4312,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4312,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4312,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4313,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4313,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4313,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4314,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4314,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4314,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4314,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4315,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4315,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4315,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4316,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4316,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4316,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4317,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 4317,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4317,4,2 4 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4318,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4318,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4318,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4319,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4319,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4319,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 432,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 432,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 432,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4320,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4320,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4320,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4321,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4321,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4321,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4322,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 4322,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 4322,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4322,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4323,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4323,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4323,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4323,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4324,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4324,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4324,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4325,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4325,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4325,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4326,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4326,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4326,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4326,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4327,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4327,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4327,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 4327,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,6,1
Case 4327,6,2 3 6 3 6 0 0 0 0 0 0 0 0 0,5,1,1
Case 4327,3,2 3 6 3 6 3 0 0 0 0 0 0 0 0,6,2,1
Case 4327,4,2 3 6 3 6 3 4 0 0 0 0 0 0 0,7,3,1
Case 4328,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4328,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4328,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4329,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 4329,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 4329,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4329,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 4329,4,2 2 3 4 4 0 0 0 0 0 0 0 0 0,5,2,1
Case 4329,4,2 2 3 4 4 4 0 0 0 0 0 0 0 0,6,3,1
Case 433,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 433,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 433,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 433,6,2 3 6 6 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 433,4,2 3 6 6 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 4330,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4330,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4330,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4330,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4331,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4331,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4331,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4332,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4332,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4332,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4333,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4333,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4333,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4334,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4334,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4334,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4335,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4335,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4335,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4336,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4336,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4336,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 4336,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 4336,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 4337,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4337,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4337,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4337,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4338,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4338,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4338,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 4338,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,6,1
Case 4338,6,2 3 6 3 6 0 0 0 0 0 0 0 0 0,5,2,1
Case 4338,4,2 3 6 3 6 4 0 0 0 0 0 0 0 0,6,3,1
Case 4339,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 4339,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 4339,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4339,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 434,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 434,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 434,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4340,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4340,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4340,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4341,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4341,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4341,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4342,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4342,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4342,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4343,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4343,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4343,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4344,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4344,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4344,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4345,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4345,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4345,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4346,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4346,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4346,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4347,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4347,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4347,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4348,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4348,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 4348,5,2 3 5 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4348,4,2 3 5 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4349,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4349,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4349,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 435,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 435,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 435,5,2 3 5 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 435,4,2 3 5 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4350,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 4350,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 4350,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4350,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4351,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4351,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4351,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4351,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4352,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4352,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4352,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4352,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4353,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4353,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 4353,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 4353,6,2 3 3 6 0 0 0 0 0 0 0 0 0 0,4,6,1
Case 4353,6,2 3 3 6 6 0 0 0 0 0 0 0 0 0,5,2,1
Case 4353,4,2 3 3 6 6 4 0 0 0 0 0 0 0 0,6,3,1
Case 4354,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,4
Case 4354,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,4,4
Case 4354,5,2 3 5 0 0 0 0 0 0 0 0 0 0 0,3,2,4
Case 4355,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4355,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4355,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4356,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4356,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4356,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 4356,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 4356,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 4357,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 4357,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4357,4,2 4 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4358,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4358,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4358,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4359,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4359,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4359,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4359,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 436,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 436,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 436,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 436,4,2 3 4 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4360,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4360,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4360,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4361,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4361,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 4361,5,2 3 5 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4361,4,2 3 5 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4362,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4362,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4362,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4363,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 4363,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,5,1
Case 4363,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 4363,3,2 2 2 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 4363,4,2 2 2 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 4364,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4364,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4364,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4365,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4365,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4365,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4365,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4366,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4366,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4366,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4367,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 4367,4,3 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 4368,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4368,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4368,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4369,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4369,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 4369,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4369,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 437,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 437,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 437,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 437,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4370,7,7 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 4370,6,7 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 4371,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 4371,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4371,4,2 4 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4372,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 4372,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 4373,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4373,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4373,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4374,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4374,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4374,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4375,7,7 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 4375,2,7 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 4375,3,7 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4375,4,7 2 3 4 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 4375,3,7 2 3 4 3 0 0 0 0 0 0 0 0 0,5,6,1
Case 4375,6,7 2 3 4 3 6 0 0 0 0 0 0 0 0,6,1,1
Case 4375,3,7 2 3 4 3 6 3 0 0 0 0 0 0 0,7,2,1
Case 4375,4,7 2 3 4 3 6 3 4 0 0 0 0 0 0,8,3,1
Case 4376,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4376,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4376,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4377,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4377,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4377,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 4378,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 4378,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 4378,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 4378,6,2 2 3 6 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 4378,3,2 2 3 6 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 4378,4,2 2 3 6 3 4 0 0 0 0 0 0 0 0,6,3,1
Case 4379,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4379,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4379,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 438,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 438,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 438,5,2 3 5 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 438,6,2 3 5 6 0 0 0 0 0 0 0 0 0 0,4,2,1
