case_id,concept_name,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 1013,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 1013,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 1014,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1014,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1014,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1014,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1014,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1015,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1015,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1015,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1016,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1016,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1016,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1017,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1017,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1017,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1017,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1017,4,2 3 6 4 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1018,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1018,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1018,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1019,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1019,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1019,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1019,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 102,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 102,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 102,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1020,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1020,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1020,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1020,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1021,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1021,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1021,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1022,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1022,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1022,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1022,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1023,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 1023,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1023,4,2 4 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1024,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1024,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1024,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1024,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1025,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1025,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1025,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1025,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1025,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1026,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1026,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 1026,5,2 3 5 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1026,4,2 3 5 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1027,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1027,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1027,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1027,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1028,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1028,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1028,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1029,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1029,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1029,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 103,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 103,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 103,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 103,6,2 2 3 6 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 103,3,2 2 3 6 3 0 0 0 0 0 0 0 0 0,5,7,1
Case 103,8,2 2 3 6 3 8 0 0 0 0 0 0 0 0,6,2,1
Case 103,4,2 2 3 6 3 8 4 0 0 0 0 0 0 0,7,3,1
Case 1030,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1030,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1030,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,7,1
Case 1030,8,2 2 3 8 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1030,4,2 2 3 8 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1031,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1031,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1031,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1031,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1031,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1032,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1032,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1032,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1032,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1033,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1033,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1033,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1033,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1034,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1034,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1034,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1035,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1035,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1035,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 1035,6,2 2 3 6 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 1035,3,2 2 3 6 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 1035,4,2 2 3 6 3 4 0 0 0 0 0 0 0 0,6,3,1
Case 1036,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1036,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1036,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1036,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1036,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1037,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1037,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1037,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1038,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1038,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1038,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1039,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1039,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1039,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 104,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 104,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 104,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1040,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1040,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1040,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1041,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1041,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1041,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1042,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1042,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1042,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1043,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1043,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1043,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1043,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1044,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1044,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1044,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1044,3,2 3 4 3 0 0 0 0 0 0 0 0 0 0,4,6,1
Case 1044,6,2 3 4 3 6 0 0 0 0 0 0 0 0 0,5,1,1
Case 1044,3,2 3 4 3 6 3 0 0 0 0 0 0 0 0,6,2,1
Case 1044,4,2 3 4 3 6 3 4 0 0 0 0 0 0 0,7,3,1
Case 1045,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1045,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1045,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1046,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1046,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1046,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1047,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1047,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1047,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 1047,6,2 2 3 6 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1047,4,2 2 3 6 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1048,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1048,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1048,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1048,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1048,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1049,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1049,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1049,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1049,4,2 3 4 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 105,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 105,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 105,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 105,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1050,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1050,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1050,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1050,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1050,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,1,1
Case 1050,3,2 3 6 3 4 3 0 0 0 0 0 0 0 0,6,6,1
Case 1050,6,2 3 6 3 4 3 6 0 0 0 0 0 0 0,7,1,1
Case 1050,3,2 3 6 3 4 3 6 3 0 0 0 0 0 0,8,2,1
Case 1050,4,2 3 6 3 4 3 6 3 4 0 0 0 0 0,9,3,1
Case 1051,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1051,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1051,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1052,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1052,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1052,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1053,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1053,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1053,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 1053,6,2 2 3 6 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1053,4,2 2 3 6 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1054,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1054,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1054,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1054,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1055,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1055,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1055,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1056,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1056,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1056,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1057,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1057,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 1057,5,2 3 5 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 1057,6,2 3 5 6 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1057,4,2 3 5 6 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1058,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1058,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1058,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1058,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1059,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1059,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1059,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 106,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 106,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 1060,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1060,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1060,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1061,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1061,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1061,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 1061,6,2 2 3 6 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1061,4,2 2 3 6 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 1062,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,1
Case 1062,6,3 6 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1062,4,3 6 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1063,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1063,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1063,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1064,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1064,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1064,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1065,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 1065,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 1066,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1066,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1066,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1067,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1067,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1067,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1068,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1068,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1068,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1069,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1069,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1069,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 107,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 107,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 107,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 107,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1070,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1070,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1070,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1070,3,2 3 4 3 0 0 0 0 0 0 0 0 0 0,4,6,1
Case 1070,6,2 3 4 3 6 0 0 0 0 0 0 0 0 0,5,2,1
Case 1070,4,2 3 4 3 6 4 0 0 0 0 0 0 0 0,6,3,1
Case 1071,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1071,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1071,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1072,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1072,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1072,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1072,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1073,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1073,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1073,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1074,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1074,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1074,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1074,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1075,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1075,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1075,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1076,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1076,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 1076,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1076,4,2 3 6 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1077,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 1077,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1077,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1077,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 1078,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1078,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1078,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1078,4,2 3 4 4 0 0 0 0 0 0 0 0 0 0,4,3,1
