case_id,concept_name,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 2933,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2933,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2933,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2635,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2635,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2635,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 430,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 430,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 430,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1352,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1352,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1352,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2979,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2979,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2979,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 3332,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3332,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3332,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2664,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2664,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2664,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1399,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1399,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1399,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 3571,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 3571,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,5,1
Case 3571,6,2 2 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3571,3,2 2 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3571,4,2 2 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 2865,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2865,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2865,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2559,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 2559,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2559,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2559,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 2383,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2383,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2383,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 3068,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3068,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3068,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1701,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 1701,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 1701,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1701,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4207,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 4207,2,8 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 4207,2,8 2 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 4207,3,8 2 2 3 0 0 0 0 0 0 0 0 0 0,4,5,1
Case 4207,6,8 2 2 3 6 0 0 0 0 0 0 0 0 0,5,1,1
Case 4207,3,8 2 2 3 6 3 0 0 0 0 0 0 0 0,6,2,1
Case 4207,4,8 2 2 3 6 3 4 0 0 0 0 0 0 0,7,3,1
Case 4392,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 4392,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 4392,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4392,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 707,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 707,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 707,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1328,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1328,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,5,1
Case 1328,6,2 3 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1328,3,2 3 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1328,4,2 3 6 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 3185,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3185,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 3185,7,2 3 7 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3185,4,2 3 7 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 2502,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2502,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2502,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1257,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1257,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1257,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2006,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2006,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2006,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 1907,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 1907,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 1907,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 1907,3,2 3 4 3 0 0 0 0 0 0 0 0 0 0,4,5,1
Case 1907,6,2 3 4 3 6 0 0 0 0 0 0 0 0 0,5,1,1
Case 1907,3,2 3 4 3 6 3 0 0 0 0 0 0 0 0,6,2,1
Case 1907,4,2 3 4 3 6 3 4 0 0 0 0 0 0 0,7,3,1
Case 2369,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2369,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2369,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 3482,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 3482,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3482,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,5,1
Case 3482,6,2 2 3 6 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3482,3,2 2 3 6 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 3482,4,2 2 3 6 3 4 0 0 0 0 0 0 0 0,6,3,1
Case 2004,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2004,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2004,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2004,4,2 3 4 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 940,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 940,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 940,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 599,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 599,2,8 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 599,3,8 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 599,4,8 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 2387,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 2387,4,3 4 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2387,4,3 4 4 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2387,4,3 4 4 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 3876,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3876,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3876,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 271,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 271,2,8 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 271,2,8 2 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 271,3,8 2 2 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 271,4,8 2 2 3 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 846,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 846,2,8 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 846,3,8 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 846,4,8 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 4108,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 4108,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 4108,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 3130,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 3130,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3130,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3130,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 3389,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3389,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3389,4,2 3 4 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 3004,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 3004,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3004,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3004,4,2 2 3 4 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3004,4,2 2 3 4 4 0 0 0 0 0 0 0 0 0,5,3,1
Case 92,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
